keywords,language,meta-description,name,companyhomepageurl,location,street,city,region,postalCode,country,size,revenue,industries,similarTo,score,summary,ceo,phoneNumbers,linkedInUri,facebookUri,crunchbaseUri,twitterUri,wikipediaUri,angellistUri,githubUri,sicClassificationCode,sicClassificationName,naicsClassificationCode,naicsClassificationName,foundingDate,totalInvestment,investmentsSeries,investmentsAmount,investmentsDate,investors,isPublic,ipoDate,stockExchange,stockSymbol,isNonProfit,numVisits,lastActivityDate
Contact,en,Smart wood pellet grills that let you master the art of making perfectly smoked BBQ. Spend less time manning your grill and more time doing what matters.,Brisk It Grills,briskitgrills.com,"Long Beach, California",1650 Harbor Avenue suite a,Long Beach,California,90813,United States of America,5,96000 USD,"Software Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2020,,,linkedin.com/company/briskitgrills,facebook.com/briskitgrills,crunchbase.com/organization/brisk-it-grills,,,,,"7371,7370,7300,5734,7372,5730,5700","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer And Computer Software Stores,Prepackaged Software,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores","541511,541510,541500,541000,540000,334000,511210,511200,511000,510000,330000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Computer and Electronic Product Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Manufacturing",2020-01-01,925000 USD,Seed,925000 USD,2022-04-08,,FALSE,,,,FALSE,0,
"Contact, Demo",en,,Buzz Solutions,buzzsolutions.co,"Palo Alto, California",119 University Ave,Palo Alto,California,94301-2135,United States of America,7,180000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies,Natural Language Processing Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2017,Kaitlyn Albertoli,650-931-5918,linkedin.com/company/buzzsolutionsinc.,facebook.com/buzzsolutions2017,crunchbase.com/organization/buzz-solutions,twitter.com/BuzzSolutions1,,angel.co/buzz-solutions-1,,"7371,7371,7370,7300,5734,7371,5730,5700,7371,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer And Computer Software Stores,Computer Programming Services,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Computer Programming Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,334000,541511,330000,541511,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Computer and Electronic Product Manufacturing;Custom Computer Programming Services;Manufacturing;Custom Computer Programming Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2017-06-01,1200000 USD,"Seed,Seed,Seed,Seed",1200000 USD,"2017-11-16,2020-03-30,2020-06-26,2022-01-31","NCT Ventures,Ulu Ventures,Blackhorn Ventures,Vodia Ventures LLC,Advisors.fund,Ulu Ventures,Azure Ventures Group",FALSE,,,,FALSE,0,
Contact,en-US,CamerEye™ is the first ASTM certified Artificial Intelligence pool alarm and pool monitor that detects distress in the swimming pool.,CamerEye,camereye.ai,"San Diego, California",4640 Cass St #91275,San Diego,California,92109,United States of America,5,87000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies",,,Organization founded in 2020,,+1-800-906-2810,linkedin.com/company/camereye,facebook.com/camereye,crunchbase.com/organization/camereye,,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,1100000 USD,Seed,1100000 USD,2022-01-24,San Diego Sport Innovators,FALSE,,,,FALSE,0,
"Contact, Demo",en,,CityGuyd,cityguydapp.com,"Fort Lauderdale, Florida",,Fort Lauderdale,Florida,33301,United States of America,5,71000 USD,"Software Companies,Artificial Intelligence Companies,Virtual Reality Companies",,,Organization founded in 2020,,,linkedin.com/company/cityguyd,,crunchbase.com/organization/cityguyd,,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,50000 USD,"Non Equity Assistance,Seed",50000 USD,"2020-10-21,2022-01-27",MassChallenge,FALSE,,,,FALSE,0,
,en,Claira is a competency analytics engine that helps organizations understand their talent and hire better,Claira,claira.ai,"Grand Rapids, Michigan",,Grand Rapids,Michigan,49503,United States of America,7,250000 USD,"Software Companies,Artificial Intelligence Companies,Natural Language Processing Companies",,,Organization founded in 2020,Katie Hall,6164026151,linkedin.com/company/claira-ai,facebook.com/myclaira,crunchbase.com/organization/claira-c838,twitter.com/myclaira,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,4400000 USD,"Non Equity Assistance,Pre Seed,Non Equity Assistance,Seed","900000 USD,3500000 USD","2020-10-21,2020-11-11,2021-10-01,2022-05-03","MassChallenge,Invest Detroit Ventures,Trend Forward Capital,Connetic Ventures,Google for Startups,Heartland Ventures,Northern Michigan Angels,Invest Detroit Ventures,Trend Forward Capital,Connetic Ventures",FALSE,,,,FALSE,0,
"Contact, Demo",en-US,"Cloud Range provides cybersecurity teams with access to the world's leading 
cyber range platform  eliminating the need to invest in costly cyber range 
infrastructure. Could Range provides product specific SOC analyst training 
and certification through our hyper-realistic cyber-attack simulation 
platform.",Cloud Range,cloudrangecyber.com,"Nashville, Tennessee",,Nashville,Tennessee,37211,United States of America,8,130000 USD,"Software Companies,Enterprise Software Companies,Security Software Companies",,,Organization founded in 2018,Debbie Gordon,+1-615-249-8570,linkedin.com/company/cloud-range,,crunchbase.com/organization/cloud-range,twitter.com/CloudRangeCyber,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2018-01-01,,Seed,,2022-01-31,Circadian Ventures,FALSE,,,,FALSE,0,
,,,Codiga,codiga.io,"Denver, Colorado",,Denver,Colorado,80031,United States of America,5,86000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2019,,,linkedin.com/company/codigahq,facebook.com/getcodiga,crunchbase.com/organization/code-inspector,twitter.com/getcodiga,,,github.com/codiga,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2019-01-09,2220000 USD,"Pre Seed,Seed","120000 USD,2100000 USD","2021-01-25,2022-02-22","Techstars,Avalancha Ventures,Service Provider Capital,2.12 Angels,Draper Cygnus,Olivier Pomel,Jeff Lunsford,LAUNCH,The Syndicate,Vishal Rao,MGV Capital Group,Todd Berman,The Syndicate.com,Techstars",FALSE,,,,FALSE,0,
"Contact, Demo, Talk to Sales",,Whether managing shortages today or planning for next year  Cofactr is the place to get all the parts you need  when you need them.,Cofactr,cofactr.com,"New York City, New York",,New York City,New York,11217,United States of America,5,87000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2021,,,,,crunchbase.com/organization/cofactr,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2021-01-01,6037500 USD,Seed,6037500 USD,2022-04-07,"Bain Capital Ventures,Pioneer Fund,REMUS Capital,SEED RIVER,Allen Gannett,CATHEXIS HOLDINGS LP,Y Combinator,Litani Ventures,Broom Ventures",FALSE,,,,FALSE,0,
,en,We're building an inspired data + image analytics platform for retail enterprises  R&D  manufacturing  and healthcare.,Collagia,collagia.com,"Fairfield, California",,Fairfield,California,94533,United States of America,4,68000 USD,"Software Companies,Artificial Intelligence Companies,Enterprise Software Companies",,,Organization founded in 2019,,510-421-2148,linkedin.com/company/lilac-dpi,,crunchbase.com/organization/collagia,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2019-09-20,,Seed,,2022-01-01,Sand Hill Angels,FALSE,,,,FALSE,0,
,,,ConcreteAI,concrete-ai.com,"Los Angeles, California",420 Westwood Plaza,Los Angeles,California,90024,United States of America,5,97000 USD,"Software Companies,Artificial Intelligence Companies,Computer Vision Companies",,,Organization founded in 2020,Alex Hall,,linkedin.com/company/concrete-ai,,crunchbase.com/organization/concreteai,,,,,"7371,7371,7370,7300,7372","Computer Programming Services,Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2020-01-01,2000000 USD,Seed,2000000 USD,2022-01-13,THE GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT,FALSE,,,,FALSE,0,
